,Bintang,Pengguna,Komen,Tanggal
2075,Diberi rating 5 bintang dari 5 bintang,Otto Vianus,Tolong di jawab pengajuan kredit saya,28 Agustus 2019
2076,Diberi rating 5 bintang dari 5 bintang,Sri Susilawati,Semoga pengajuan sy d acc,7 Oktober 2019
2077,Diberi rating 2 bintang dari 5 bintang,Bedeholiganz Cikarang,Ga berlanjut ni sampai distu pengajuaan nya,25 Oktober 2019
2078,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Mudah2an bisa ngebantu yg lg ngebutuhin,2 Oktober 2018
2079,Diberi rating 4 bintang dari 5 bintang,Isodorus Parsudi,Yg blm kerjasama kenapa msk di sini?,5 November 2018
2080,Diberi rating 1 bintang dari 5 bintang,syamsuri semm,kalau pedagang ngga bisa ngajuin taj !!?,4 Januari 2019
2081,Diberi rating 5 bintang dari 5 bintang,yadi hendrawan,cukup menangapi dgn baik namun setiap aplikasi.susah si posting,14 Mei 2019
2082,Diberi rating 5 bintang dari 5 bintang,Jaka Jack,semoga cepat di ACC. bagus. membantu,22 Juli 2019
2083,Diberi rating 5 bintang dari 5 bintang,Andri Ganteng,proses validasi nya berapa lama y??,29 Agustus 2019
2084,Diberi rating 5 bintang dari 5 bintang,Dea Febriani,Kerja sama dengan bank,25 November 2019
2085,Diberi rating 1 bintang dari 5 bintang,Via Suganda,"ini aplikasi php bgt buang""waktu aja",7 April 2019
2086,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,dokumen sdh di ambil sm kurir untuk CC & KTAnya boro2 di ACC kabarnya pun lenyap...cm PHP...,29 Desember 2018
2087,Diberi rating 5 bintang dari 5 bintang,Sovi Abumah,kasih bintang 5 semoga si acc ..amin,14 Oktober 2018
2088,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Semoga bisa membantu para nasabah,20 November 2018
2089,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Semoga sukses dan bermanfaat untuk semuanya.,26 September 2018
2090,Diberi rating 5 bintang dari 5 bintang,Aris Jr,mohon bantuan nya.saya ingin melengkapi pengajuan saya.atas nama Arip Sukandi.,3 April 2019
2091,Diberi rating 3 bintang dari 5 bintang,Aldy Upy,3 dlu udh lebih 3 hari gk ad kejelasan,8 Mei 2019
2092,Diberi rating 1 bintang dari 5 bintang,Karyo Kece,pdhal sstus jringan stabil tp masuk sllu mslah jaringan huhh lola respon juga,12 April 2019
2093,Diberi rating 1 bintang dari 5 bintang,Akbar Cocweet,semua proses.a sangat lambat.. mengecewakan......,11 Juni 2019
2094,Diberi rating 2 bintang dari 5 bintang,Nur Ridho Ridho,sy dh pernh mengaju kn tpi gk ada kbr berta ny semoga kli ini bneran gk cm php doang,13 Juli 2019
2095,Diberi rating 5 bintang dari 5 bintang,Zaenal Abidin,Semoga tambah sukses,11 September 2019
2096,Diberi rating 5 bintang dari 5 bintang,Dank Tha,Mudah mudahan di acc,18 Oktober 2019
2097,Diberi rating 1 bintang dari 5 bintang,Aughie Fitri Rahayu,sya mau ngajuin tpi ko ga bisa2 ya,21 Maret 2019
2098,Diberi rating 5 bintang dari 5 bintang,Asri Doank,Sangat membantu dalam pengajuan CCnya,10 November 2018
2099,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,semoga aplikasi ini sangat membantu ..Amin,9 Januari 2019
2100,Diberi rating 1 bintang dari 5 bintang,Bang Sonep,1 dulu ya kalau di acc saya tambah lagi,24 Mei 2019
2101,Diberi rating 5 bintang dari 5 bintang,maria sri rahayu,moga cepat ya prosesny . terima kasih,1 Januari 2019
2102,Diberi rating 3 bintang dari 5 bintang,Devi Anggraeni,Semoga di ACC dan g ribet pengajuannya,6 Oktober 2018
2103,Diberi rating 5 bintang dari 5 bintang,design project -,"Membantu banget , terimakasih cermati",14 Oktober 2018
2104,Diberi rating 1 bintang dari 5 bintang,Uum Umamah,Kecewa lah susah Jgn percaya ama yang komen,25 Oktober 2018
2105,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,terima kasih sudah dibantu ya....,7 Maret 2019
2106,Diberi rating 5 bintang dari 5 bintang,Enday Hadi,pengajuan CC saya tolong di proses,23 Januari 2019
2107,Diberi rating 1 bintang dari 5 bintang,ELbro Sitorus,proses proses mulu.. kapan di acc?,18 April 2019
2108,Diberi rating 5 bintang dari 5 bintang,Opie RockNRoll,Mudah mudah pengajuan sya diterima KARTU KREDITNYA MASA PROSES MULU,4 Oktober 2018
2109,Diberi rating 5 bintang dari 5 bintang,ENKA-RI,cermati sangat membantu masyarakat,13 April 2019
2110,Diberi rating 1 bintang dari 5 bintang,rini bundanadaffa,ga ada kbar jd ga sya tmbhin bintang nya...,6 Februari 2019
2111,Diberi rating 5 bintang dari 5 bintang,Zain,Mencoba mengajukan semoga di approve,18 November 2018
2112,Diberi rating 3 bintang dari 5 bintang,putri suci,Kayaknya lumayan amanah,7 September 2019
2113,Diberi rating 5 bintang dari 5 bintang,Dasrizal Jambak,Baru mau minjam,9 September 2019
2114,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,bener enggak sih nyoba ah.....!,3 November 2018
2115,Diberi rating 5 bintang dari 5 bintang,RATNA KUNCOROWATI,Semoga approved cepat dan bermanfaat,28 Maret 2019
2116,Diberi rating 5 bintang dari 5 bintang,Raka Anggadipa,Tolong ACC pengajuan saya.. satu saja,7 Desember 2018
2117,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Sangat membantu bh yg membutuhkan,5 Desember 2018
2118,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,thaaannnnkssssss cermati...sukses selalu,6 Februari 2019
2119,Diberi rating 1 bintang dari 5 bintang,aditya,Jng ajuhkan dsni mendingan langsung ke web klo ksni bsa sebulan dsampaikan ke pihak utama,5 November 2018
2120,Diberi rating 1 bintang dari 5 bintang,A MUIS Saputra,syh mengajukan pinjman sudh 7hari sampi sekarng blm ada respon dari cermati,15 Mei 2019
2121,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,informasi sangat diperlukan orang,20 Maret 2019
2122,Diberi rating 1 bintang dari 5 bintang,Aan Suhanda,susah cara pinjam y jadi gak jadi deh,15 Juli 2019
2123,Diberi rating 5 bintang dari 5 bintang,muhamad ginanjar,susah mau ngajuin juga,20 September 2019
2124,Diberi rating 5 bintang dari 5 bintang,Percetakan Nhisa,Semoga bisa membantu,24 Oktober 2019
2125,Diberi rating 5 bintang dari 5 bintang,Indriani Pandi,sangat membantu,30 Oktober 2019
2126,Diberi rating 5 bintang dari 5 bintang,Aisyah Rizqi,Semoga diacc. Amin,3 November 2019
2127,Diberi rating 5 bintang dari 5 bintang,eLufh Sun Internasional,Sangat membantu,5 November 2019
2128,Diberi rating 5 bintang dari 5 bintang,Dewi Kania,Langsung 5 bintang bos,25 November 2019
2129,Diberi rating 5 bintang dari 5 bintang,imam widiarto,Semoga bisa membantu saya.trmksh,14 Oktober 2018
2130,Diberi rating 3 bintang dari 5 bintang,rafka rayandra,Pengajuan cc saya ga ada kabarnya,14 November 2018
2131,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Cermati sangat membantu terima kasih ☺☺,18 Oktober 2018
2132,Diberi rating 2 bintang dari 5 bintang,priansyah rizky,ngajuin dri tgl 30 sampe sekrng belum ada kabarr di amar bank,3 Februari 2019
2133,Diberi rating 2 bintang dari 5 bintang,Dadan Wolez,Proses lama.. acc atau tidak nya,26 November 2018
2134,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Semoga bisa membantu terimakasih,2 Oktober 2018
2135,Diberi rating 5 bintang dari 5 bintang,Fajerih Musafir,Semoga di ACC,9 September 2019
2136,Diberi rating 1 bintang dari 5 bintang,Hendra Sumarsana,"slow respone , aplikasi saya nge gantung",4 Januari 2019
2137,Diberi rating 2 bintang dari 5 bintang,Usman fahmi123,ngajuin dh brp hr ko blm jg di acc y knp..kty cepet.g ribet ko gni y,15 April 2019
2138,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,kasih 3 dulu bintangnya lgi nunggu proses semoga di acc nnti tambah bintang atas nama samsudin,25 Februari 2019
2139,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,berharap pengajuan pinjaman di acc,27 Februari 2019
2140,Diberi rating 5 bintang dari 5 bintang,Hiburan Wae,semoga lebih baik lagi terima kasih,12 April 2019
2141,Diberi rating 1 bintang dari 5 bintang,Putri Dewantoro,ini gimana sih saya udah ngajuin udh 3hari gada kejelasan gada tlfn,29 Maret 2019
2142,Diberi rating 5 bintang dari 5 bintang,Asri Sanjaya,Baru cba smga dpt d acc dan dpt membantu,8 Desember 2018
2143,Diberi rating 5 bintang dari 5 bintang,novita ariyani,Terima kasih sdh banyak membantu.,14 April 2019
2144,Diberi rating 5 bintang dari 5 bintang,Muswaddi m,proses cepat gak ribet dan gampang ..recomended👍👍👍👍,12 Mei 2019
2145,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,kok ga bisa ngurangin bintang nya ya?,5 April 2019
2146,Diberi rating 1 bintang dari 5 bintang,Ati Ati,"alpikasi gak jelas,hanya kumpulin data orang",25 Januari 2019
2147,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Mudah2 kartu kredit saya di acc,10 Desember 2018
2148,Diberi rating 3 bintang dari 5 bintang,Dedi junaedi,tiga dulu semoga ada yg di acc...,12 Juni 2019
2149,Diberi rating 5 bintang dari 5 bintang,Ahoy mbrew38,semoga pengajuan saya di acc.,22 Juli 2019
2150,Diberi rating 5 bintang dari 5 bintang,Bayu Irawan,"Bismillah , Mudah""an Di ACC",13 Juli 2019
2151,Diberi rating 1 bintang dari 5 bintang,Jhan JMB,"pembohong, aplikasi tidak membantu",12 Agustus 2019
2152,Diberi rating 5 bintang dari 5 bintang,Dedi Lesmana,Bingung caranya,18 September 2019
2153,Diberi rating 4 bintang dari 5 bintang,Ayudewi 95,Mohon pinjaman sy di acc,4 Oktober 2019
2154,Diberi rating 5 bintang dari 5 bintang,spero channel,Semoga di acc,7 Oktober 2019
2155,Diberi rating 2 bintang dari 5 bintang,Risky kiki,Kasih 2 dulu ya bos,23 November 2019
2156,Diberi rating 3 bintang dari 5 bintang,Samsul Maarif,Ko lama bangat review dri bank nya ?,27 November 2018
2157,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,Kalo gk pke NPWP gw kasih bintang lima,9 Desember 2018
2158,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,udah 3 Hari blom uga ada kepastian..,19 Desember 2018
2159,Diberi rating 5 bintang dari 5 bintang,bule kusheri,Pengajuannya blum ada yg di setujui,7 Oktober 2018
2160,Diberi rating 5 bintang dari 5 bintang,jajat sudrajat,Bagus juga buat modal kecil2an,17 Desember 2018
2161,Diberi rating 5 bintang dari 5 bintang,Rizky Ilham,mudah2 cair sy lg butuh uang ni..,4 April 2019
2162,Diberi rating 5 bintang dari 5 bintang,danar syarif80,Sudah tinggal ambil berkas smga bener2 diambil,29 November 2018
2163,Diberi rating 5 bintang dari 5 bintang,Andre Wijoyo,Sangat membantu dan profesional,11 Oktober 2018
2164,Diberi rating 4 bintang dari 5 bintang,Gocenk Alie,Mudahn bisa dibantu dlm pengajuan nya. .,4 Oktober 2018
2165,Diberi rating 2 bintang dari 5 bintang,Pengguna Google,kasih 2 dulu kalau di acc lanjut 3 lagi,18 Februari 2019
2166,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,moga di acc hari ini buat kesehatan aminn,18 Maret 2019
2167,Diberi rating 5 bintang dari 5 bintang,rea suhendar,mohon dipercepat proses verifikasnya....,23 Juni 2019
2168,Diberi rating 1 bintang dari 5 bintang,Didi Kisuwanto,KAGAK ADA YANG JELAS SAMA SEKALI SAMPAH,18 November 2018
2169,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Kecewa... Bth dana mlh ditawarin kartu ktedit...,28 Maret 2019
2170,Diberi rating 4 bintang dari 5 bintang,Madun Fachri,"Bismilah semoga diacc,saya lagi butuh bgt",12 November 2018
2171,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Kurang bermanfaat bagi saya. Tp thx,23 November 2018
2172,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,sangat..mendukung..dan percaya..,14 Februari 2019
2173,Diberi rating 3 bintang dari 5 bintang,Channel SITY,Percobaan dulu kalau acc sy tambah bintang,31 Oktober 2018
2174,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,kasih 5smg di acc cepat bantu usaha saya,22 Februari 2019
2175,Diberi rating 5 bintang dari 5 bintang,Devy Mardiyanti,Klo lupa kata sandi gimana yaa,23 Oktober 2018
2176,Diberi rating 5 bintang dari 5 bintang,Adiprastyowardani Dani,banyak mitra yang menolak .....,21 Februari 2019
2177,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"dicoba dulu,, semoga bermanfaat",26 Maret 2019
2178,Diberi rating 5 bintang dari 5 bintang,Ahmad Fahrudin,semoga pengajuan saya di terima,12 April 2019
2179,Diberi rating 5 bintang dari 5 bintang,Rachmat Hidayat,terima kasih cermati sangat membantu.,27 Juni 2019
2180,Diberi rating 1 bintang dari 5 bintang,Nazir Usman SH,APLIKASI PHP persyaratan yang mustahil,30 Juni 2019
2181,Diberi rating 5 bintang dari 5 bintang,kurnia Misar,semoga bermanfaat,11 Oktober 2019
2182,Diberi rating 1 bintang dari 5 bintang,Rachmat Hidayat,Berak sekebon,13 Februari 2020
2183,Diberi rating 5 bintang dari 5 bintang,CT Tour & Trevel,semoga bisa di acc pengajuan saya.,10 November 2018
2184,Diberi rating 3 bintang dari 5 bintang,Himan Muhamad,saya kasih 3 dulu kalo bagus saya tambahin,21 April 2019
2185,Diberi rating 5 bintang dari 5 bintang,Okta Yusman,berikan Yang Terbaik Buat Kami 🙏,30 Januari 2019
2186,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,kalo emank membantu saya kasih full bintangnya,23 Februari 2019
2187,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Pengen nyoba kali aja berhasil,5 November 2018
2188,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,belum ada jawaban diacc atau tidak😐,3 Maret 2019
2189,Diberi rating 5 bintang dari 5 bintang,Hafid Octario,Smoga brmanfaat dan membantu kt smua,23 Oktober 2018
2190,Diberi rating 4 bintang dari 5 bintang,Agus Mulyadi,kok udah 4 hari gg ada kabar acc engganya,1 Maret 2019
2191,Diberi rating 5 bintang dari 5 bintang,aman abdurrakhman,mantap....sukses terus cermati,1 Februari 2019
2192,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,Blom di acc juga lah ga atau butuh duiy,14 Desember 2018
2193,Diberi rating 5 bintang dari 5 bintang,Sarobbi Peratama,dibantu yah .. pengajuan saya ..,28 Juni 2019
2194,Diberi rating 1 bintang dari 5 bintang,Mas Jeay,sya udh berkali kali ngajuin di tolak terus,23 Juli 2019
2195,Diberi rating 5 bintang dari 5 bintang,Nathan Andiyan,Semoga pengajuan sya diacc soalnga LG butch buat Berobat terimaksih,14 Juli 2019
2196,Diberi rating 2 bintang dari 5 bintang,Gugun Gunawan,coba2 ajh dulu benar apa tidak nyh membantu atw berdusta sy tungu keputusan acc atw tidak nyh,26 Juli 2019
2197,Diberi rating 5 bintang dari 5 bintang,Dedi Kusnadi,semoga di acc langsung bintang 5,22 Juli 2019
2198,Diberi rating 5 bintang dari 5 bintang,aly bojong,Semoga dipermudah,18 September 2019
2199,Diberi rating 5 bintang dari 5 bintang,Eko Purnomo Sunarto,Sangat bermanfaat,28 Oktober 2019
2200,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,"Maunya ngajuin KTA,yg TLP asuransi semua...",6 Desember 2018
2201,Diberi rating 5 bintang dari 5 bintang,Irwan 12,semoga bisa membantu modal baru,9 April 2019
2202,Diberi rating 4 bintang dari 5 bintang,Doddy Subika,Tingkatkan kualitas pelayanan,17 November 2018
2203,Diberi rating 4 bintang dari 5 bintang,Candra Dhian,semoga di acc buat tambahan modal,19 Januari 2019
2204,Diberi rating 2 bintang dari 5 bintang,Yudi Yud,Bismillah Smoga pengajuan saya hari ini acc,18 April 2019
2205,Diberi rating 4 bintang dari 5 bintang,dina widiyanti,Mudah mudahan saya di setujui,27 November 2018
2206,Diberi rating 5 bintang dari 5 bintang,Achika Sativa,sangat responsif .. pelayanan ok,13 Agustus 2019
2207,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Ini mudah dan cepat pasti' di acc,6 Oktober 2018
2208,Diberi rating 5 bintang dari 5 bintang,Syifa Ardhyani,sangat membantu.. terimakasih,12 Februari 2019
2209,Diberi rating 2 bintang dari 5 bintang,Yohanes Kristiyanto,"yg tdk punya npwp sulit mengajukan,,",15 Desember 2018
2210,Diberi rating 5 bintang dari 5 bintang,Sentya Nurafifa123,lumayan bagus sangat membantu,20 Oktober 2018
2211,Diberi rating 4 bintang dari 5 bintang,Asep Bambang,terima kasih atas peremnerimaanx,22 Juli 2019
2212,Diberi rating 1 bintang dari 5 bintang,Deby Daffa,kenapa Kode OTP nya tdk D Kirim Bagaimana MendaftarkN Nya😢,26 Juli 2019
2213,Diberi rating 5 bintang dari 5 bintang,Lestari Putri dae,mohon bantuanya,12 September 2019
2214,Diberi rating 5 bintang dari 5 bintang,sunardi wijaya,Cepat dan mudah,17 September 2019
2215,Diberi rating 5 bintang dari 5 bintang,fadhil ammar khairi,Suka aplikasi cepet sekali langsung acc,15 Februari 2019
2216,Diberi rating 2 bintang dari 5 bintang,Ismi Hadi,bisa cicilan kah pembayaran nya?,3 April 2019
2217,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Sangat membantu .untuk usaha,17 September 2018
2218,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Saya baik ngasih bintang 5 lohhh,20 Oktober 2018
2219,Diberi rating 2 bintang dari 5 bintang,Aries Aja,bri dlu bintang 2 klau pengajuan sya d trima baru sya ksih lgi bintang full,11 April 2019
2220,Diberi rating 1 bintang dari 5 bintang,Ova Ova,pecundang klo bisa ga d kasih bintang tai,2 April 2019
2221,Diberi rating 3 bintang dari 5 bintang,Pengguna Google,belum di acc juga udah 3 hari,19 Maret 2019
2222,Diberi rating 1 bintang dari 5 bintang,Fitri Nugraheni,ini pengganti aplikasi dana tunai bkn?,12 Mei 2019
2223,Diberi rating 5 bintang dari 5 bintang,nofah dewi,kebetulan di acc semua lewat cermati ini.thanx,13 Februari 2019
2224,Diberi rating 5 bintang dari 5 bintang,Rahmad Arjiansah,Semoga cepat di proses anak grab,14 Juni 2019
2225,Diberi rating 2 bintang dari 5 bintang,Dominic Toretto,knpa ya pengajuan sya blm di acc jga..,28 Juni 2019
2226,Diberi rating 5 bintang dari 5 bintang,Oman Suherman,aplikasi nya bagus dan org nya sopan2,29 Juni 2019
2227,Diberi rating 4 bintang dari 5 bintang,jenny electroz,dicoba dulu semoga bermanfaat..,28 Juli 2019
2228,Diberi rating 5 bintang dari 5 bintang,Achmad kurniawan Wawan,mau jajal klo ga ada NPWP bsa apa ga ya,6 Agustus 2019
2229,Diberi rating 1 bintang dari 5 bintang,Yogi Zekters,"aplikasi anjing,error mlu mau login aja",15 Agustus 2019
2230,Diberi rating 4 bintang dari 5 bintang,sumrahadi sumrahadi,Mantab. Skrg msh dlm proses,23 Agustus 2019
2231,Diberi rating 1 bintang dari 5 bintang,H. Hajis Messah. SH,Banyak yang ngeluh dg aplikasi cermati,3 September 2019
2232,Diberi rating 4 bintang dari 5 bintang,Nisa Anisah,Sangat membantu,3 Oktober 2019
2233,Diberi rating 5 bintang dari 5 bintang,Poetra JHR NOER Poetra JHR,sangat membantu,7 Oktober 2019
2234,Diberi rating 1 bintang dari 5 bintang,Rahmad Kartolo,Ga jelas curi data,22 November 2019
2235,Diberi rating 5 bintang dari 5 bintang,Erna Wati,sangat trbantu sekali dngn adny cermati tp pngjn kartu kredit saya ting dbanru,4 Mei 2019
2236,Diberi rating 5 bintang dari 5 bintang,Wandhika Aji Pratama,gimana cara mencairkan dana?,4 Januari 2019
2237,Diberi rating 4 bintang dari 5 bintang,Syafriel Arief Daulay,simple...cepat....ramah....!,3 Maret 2019
2238,Diberi rating 3 bintang dari 5 bintang,Sebastian Su,Lumayan belum diapprove sih padahal komplit syaratanya,22 November 2018
2239,Diberi rating 5 bintang dari 5 bintang,H.Endang Ruswanto,Saya berminat utk mengajukan KTA,28 Oktober 2018
2240,Diberi rating 2 bintang dari 5 bintang,Cucu Permana,saya ngajuin kta masih blm di acc,5 Februari 2019
2241,Diberi rating 5 bintang dari 5 bintang,Andri Sky,Udah ngajuin tapi.belum ada kabar..,10 Desember 2018
2242,Diberi rating 5 bintang dari 5 bintang,Hidayat 78,Semoga secptnya di frop pengajuan saya,7 Februari 2019
2243,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Baru mau coba pertama kali smoga acc,4 Desember 2018
2244,Diberi rating 5 bintang dari 5 bintang,Rusy Andi,sy kasih 5 bintang ..sgt membantu.,9 April 2019
2245,Diberi rating 1 bintang dari 5 bintang,Alvaro Al,ini satu pun blm ada yg beres si ka,31 Juli 2019
2246,Diberi rating 5 bintang dari 5 bintang,Mamat Mamat,Smoga di acc,6 September 2019
2247,Diberi rating 5 bintang dari 5 bintang,Pian Pian,Smoga di acc,7 Oktober 2019
2248,Diberi rating 2 bintang dari 5 bintang,ARISMAN arisman.tiger,Mohon di bantu,17 Oktober 2019
2249,Diberi rating 5 bintang dari 5 bintang,Hardy Hardy,kasih 5 bintang,27 November 2019
2250,Diberi rating 5 bintang dari 5 bintang,Nudhiestia Indrastama,"mudah,cepat dalam pengajuan",30 Januari 2019
2251,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,semoga pengajuan CC saya di aprov,10 Februari 2019
2252,Diberi rating 5 bintang dari 5 bintang,Muhammad Ikhrom,Semoga cepat di ACC Amin soalnya butuh,14 September 2018
2253,Diberi rating 4 bintang dari 5 bintang,Hambali Bintang Perdana,semoga pengajuannya bisa di acc😇,12 Februari 2019
2254,Diberi rating 2 bintang dari 5 bintang,Cipinang Lontar,Msh coba liat hasilnya gmn.,26 Maret 2019
2255,Diberi rating 5 bintang dari 5 bintang,ana Priatna chanel,Mudah mudahan cepat yah prosesnya,22 Oktober 2018
2256,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,ko punya saya blm ada kabar,8 Januari 2019
2257,Diberi rating 5 bintang dari 5 bintang,oky saputra,cepat dan tanggap dalam pelayanan,10 Mei 2019
2258,Diberi rating 1 bintang dari 5 bintang,Komar Udinn,g mailq sudah terdaftar gimana carnya masuk lewat aplikas,22 Agustus 2019
2259,Diberi rating 5 bintang dari 5 bintang,ahi supardino,Cermati oke punya,6 September 2019
2260,Diberi rating 3 bintang dari 5 bintang,NARIS FONGO,Bru mau coba y,14 September 2019
2261,Diberi rating 5 bintang dari 5 bintang,Syahjaya Abadi,Semoga cepat acc,20 September 2019
2262,Diberi rating 4 bintang dari 5 bintang,zemmy Saputra,Mudah2 d' proses,30 September 2019
2263,Diberi rating 3 bintang dari 5 bintang,Denni Morvi,Saya coba dulu,7 November 2019
2264,Diberi rating 5 bintang dari 5 bintang,anton zerokuro,Semoga pengajuan sama di acc AAMIIIN,20 November 2019
2265,Diberi rating 5 bintang dari 5 bintang,wa'op putra,SUKSS SLLU Cermati,8 Februari 2020
2266,Diberi rating 5 bintang dari 5 bintang,Adoy Rendy,Aplikasi yg sangat membantu,31 Oktober 2018
2267,Diberi rating 3 bintang dari 5 bintang,Dobox nxx,Mudah mudahan di ACC..amin,1 Desember 2018
2268,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Membantu org sedang kesulitan,27 November 2018
2269,Diberi rating 5 bintang dari 5 bintang,ryanmbink ryan,Aplikasi yg sangat membantu,1 November 2018
2270,Diberi rating 4 bintang dari 5 bintang,Heru Isvan,Mencoba - Mencermati - Merekomendasikan,5 Desember 2018
2271,Diberi rating 1 bintang dari 5 bintang,Irfan Abdul Rachman,proses nya lama sampe pilpres.aneh,18 April 2019
2272,Diberi rating 5 bintang dari 5 bintang,Zona Nyaman69,semoga di acc..amin ya allah,22 April 2019
2273,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,sangat bagus dan membantu sekali,30 Maret 2019
2274,Diberi rating 4 bintang dari 5 bintang,Pengguna Google,Baru buka jadi di pelajari dulu,18 September 2018
2275,Diberi rating 4 bintang dari 5 bintang,Moch Cepi,"semoga pengajuan saya berhasil,,,",27 Mei 2019
2276,Diberi rating 5 bintang dari 5 bintang,Dit Dit,Sangat bagus aplikasinya...,14 November 2018
2277,Diberi rating 5 bintang dari 5 bintang,hengky blacknight,Sangat terbantu sekali terimakasih cermati,13 Juni 2019
2278,Diberi rating 1 bintang dari 5 bintang,dhian thoq'i,iklan aja.....di acc aja gak...susah,19 Juni 2019
2279,Diberi rating 5 bintang dari 5 bintang,Maman Durakhman,"belum mencoba,ini mau mencoba",10 Juli 2019
2280,Diberi rating 1 bintang dari 5 bintang,Chep Renaldy,aplikasi penipuan anjingg,13 Januari 2020
2281,Diberi rating 5 bintang dari 5 bintang,Ardi Ansyah,semoga pengajuan saya di acc,4 April 2019
2282,Diberi rating 5 bintang dari 5 bintang,Jimmy Wong,proses mudah dan terpercaya,22 Februari 2019
2283,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,udh nyerahkan data kok blm di acc ya,6 Februari 2019
2284,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,Mudah2n pinjaman saya di acc.. brhrp bgtt lg butuh soalny,14 September 2018
2285,Diberi rating 1 bintang dari 5 bintang,Zayyin Hadi Ramansyah,parang cuma janji kata di acc taunya kg ada tlp cuma ambil data2 orang ni bagimana ni,31 Desember 2018
2286,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,mudah2an pengajuan saya di acc,7 Maret 2019
2287,Diberi rating 5 bintang dari 5 bintang,Othen Oelloh,"sya ksih full bntangnya,biar cpet d acc☺☺☺",28 Maret 2019
2288,Diberi rating 1 bintang dari 5 bintang,Pengguna Google,APLIKASI LINTAH DARAT JGN DI INSTAL KALO GK MAU MISKIN MENDADAK,16 Maret 2019
2289,Diberi rating 4 bintang dari 5 bintang,Iskandar Efendi,Semoga pinjaman saya di approv,29 Desember 2018
2290,Diberi rating 5 bintang dari 5 bintang,Adi Darma,cukup mudah pengajuan kredit,10 Juni 2019
2291,Diberi rating 5 bintang dari 5 bintang,u sudendi,semoga bsa membantu sukses trs cermati,23 Juni 2019
2292,Diberi rating 5 bintang dari 5 bintang,mohammad sofyan,semoga pengajuan Credit Card Saya d approve,19 Juli 2019
2293,Diberi rating 1 bintang dari 5 bintang,Wahyu Arafat,Aplikasi PHP ga ada kejelasan,31 Agustus 2019
2294,Diberi rating 5 bintang dari 5 bintang,Kang Yayat Suyatna,Semoga amanah,30 Oktober 2019
2295,Diberi rating 1 bintang dari 5 bintang,Vivi Rahayu,gak jelas ber kali- kali ditolak,15 Mei 2019
2296,Diberi rating 3 bintang dari 5 bintang,Asyukur,"Coba dl mudah""an bisa membantu",10 Desember 2018
2297,Diberi rating 1 bintang dari 5 bintang,Deddy Irawan. ST,saya kasih satu binyanh dulu,21 Januari 2019
2298,Diberi rating 1 bintang dari 5 bintang,Sofian 1234,Ga jelas dan tidak membantu !!,25 November 2018
2299,Diberi rating 5 bintang dari 5 bintang,Otto Ferdiansyah,bismillah. Perdanaa hehehe,5 Oktober 2018
2300,Diberi rating 5 bintang dari 5 bintang,Pengguna Google,sangat membantu masyarakat,31 Januari 2019
2301,Diberi rating 1 bintang dari 5 bintang,sapri ogan,secepatnya kok lama banget,8 Februari 2019
2302,Diberi rating 5 bintang dari 5 bintang,Ravelino Louis,semoga di acc pinjaman saya,9 Januari 2019
2303,Diberi rating 5 bintang dari 5 bintang,khoirul anam,"oke dah,, cuma kok lama yaah",22 Februari 2019
